reviewText,overall
"First Off I've Read Lot Of The Reviews For This Game And I Gotta Say, Stop Hating! You Guys Have Lost Your Minds. The First Suffering Game Is Amazing. It's Unique, And Has An Awesome Story Line. That Was The Introduction To The Madness, The Introduction Of Torque. This Game In My Opinion Is A Really Good Sequel. Yes I Have Seen It Skip A Few Times But (Seriously What Video Game Doesn't Freeze? They All Do) The Weapons Are Awesome, Details And Graphics Are Good. Also It's Very Gory. So Do Your Self A Favor And Pick This Game Up. It's A Fun One. It's Messed Up Though lol. Get It You Won't Be Disappointed :)",5.0
slice up zombies oh hell yes,5.0
"I just got a Wii and was searching around for cheap Gamecube games that I could plan on it and found this title.

This is one of the funnest games I've played in a long time.

The 2D to ""3D"" switch when Joe transforms is really amazing.

They put some serious thought into this game.

It's like I've been transported into a cool 80s cartoon or something.

I don't see how anybody could not love Viewtiful Joe!",5.0
"To begin, I should say that watching the movie before you play the game will make it much more fun.  Unlike most games based off of movies, this game is a prequel to the movie.  It takes place three months before the beginning of the movie and you learn how the Warriors began and see the characters from the movie evolve.  It's an ingenius idea and the game is terrific.

The graphics are great, the sound is great, the plot of each mission is great.  It has the feel from the movie, too.  The music comes straight from the movie score and dark feel, the movie carried, continues in this game.  Playing, you get an opportunity to look into the background of the Warriors and the other gangs introduced in the movie.  It's outstanding.

In all honesty, I have so much good to say about this game, I'm having trouble keeping my thoughts in order.  All I can say is play it, and if you haven't seen the movie, rent the movie then play the game.  I'm telling you, you won't be dissapointed.",5.0
Amazing storyline and graphics. I'm still playing this and looking forward to the next few games from these guys... Massive.,5.0
"My XBOX One Day One controller began drifting, so I pulled the trigger on this one so I could differentiate my controllers. This on has not let me down, and it is now the the preferred controller of the three I have.",5.0
SO NICE !,5.0
LOVE THIS!!,5.0
"Of course you need to go online and load all the updates and mod patches. Once done, this is the very best flight sim ever created. It is NOT a game. It is a highly realistic flight sim. Worth far more than the cost you pay for it...",5.0
"Conflict Desert Storm is a great game. Its Grafics are better than most games. Theres a lot of weapons to choose from. Theres The

M-16, Bust fire, single shot and granade

AK-47, Fully Automatic and single shot

M-60, Fully automatic and single shot

Combat Knife

M-18 Smoke Granade

granade

C-4 plastic explosive

Tank Mine

Combat ShotGun

And a lot more. Buy Conflict Desert Storm.",5.0
Excelente,5.0
I got this game because I heard something about it on a game show called xplay.  It was only $19.99.  I got it home and started playing it and I looked and an hour had gone by.  The game is very fun to play and once you start time will go by and you won't even know it.  I got a ds lite and my mother and I have played and she loves it as much as I do.  It is wifi and only 1 game is required so if you get it you can play against your friends or family even if they do not have the game.  For the price and the fun this game if surely worth the purchase.,5.0
memory card works great. i started going old school with the nintendo 64 and this helps with playing games.,5.0
"the vita is not exactly capable of matching the graphics of the PS3, or the soon to release PS4. as a handheld, it never would have and never will.
that being said, this is a BEAUTIFUL vita game. it almost rivals Dragon's crown in the looks department.
in mercenaries, you play a merc participating in the events in Killzone 1 and 2. with the fighting taking part on vekta and Helghan, and with you accepting contracts from both the ISA and the Helghast army, as the fighting becomes hotter and more brutal. this game also shows that there is no ""good guy"" in this fight as you see, or hear of brutality committed by both sides. you receive new weapons not by picking them up, but by buying them from blackjack the arms dealer with money earned from looting ammo, completing contracts, and not dying.

-contracts is another word for story mode chapter as you switch sides because the story says so.
-no bots mode for multiplayer (word is it will happen via patch)
-the difficulty on easy is a bit too hard.

+Beautiful game, crafted with the same engine used in making Killzone 2
+each gun acts and sounds unique, with there own individual stats.
+full use of the twin stick controls, touch screen, and shoulder buttons, and they are remarkably responsive.

All and all, this is a MUST have for fans of FPS, killzone, or action gaming in general. it is an essential part of the Vita library.
Buy it if you can find it",5.0
The item arrived on time and the quality of product is good. No any problem can be found. Fantastic seller.,5.0
work great help me shoot better and have alot more control while playing basicly any game i would buy more if needed.,5.0
The twins have to be pried away from this game and I am surprised with the many other games they have between them. Totally interactive. My wife and I even got coaxed into playing for a while ....,5.0
Excelente producto,5.0
I play against computer but I wonder how much fun I am missing playing it by myself.,5.0
great price  fast delivery,5.0
"Excellent game that won't break the bank. I'm excited about this game purchase because it is in nearly new condition with a flawless game disk, like new case, and premium artwork liner. I purchased this game and Rainbow Six: Siege from Amazon Warehouse deals for less money and received top notch quality. The game manual can be downloaded as it states on inside of the game liner. Absolutely fantastic! Thanks again Amazon!",5.0
"My son says this mouse is good, he plays fortnight, he had a death adder a mamba a razor, just to mention a few and says this one is close in quality, he likes the buttons on the top, he says it shifts smooth and has decent DPI for the price",5.0
Nice,5.0
Works great,5.0
These are great for protecting your ps4 cantrolers from ware and tear.,5.0
"Arrived on time and works great, now I have the whole set and see how the series originally began",5.0
What an amazing accomplishment!! I have only been at this for 12 hours give or take but this game has certainly met my expectations!  This game is not for everyone.  This not some action packed space shooter but rather a game centered around exploration and discovery.  Do I feel that this could be so much more? Sure I do!  Wouldn't it be amazing to be able to build settlements and interact (trade / fight) with other players? I believe so.  With that being said I love this game! The graphics are stunning and the gameplay is fun and relaxing.  While not for everyone I would certainly recommend it to those looking to embark on an epic quest to the stars.,5.0
Great game and vrry ballanced from the beggining. I love fire emblem series,5.0
"This game will hook you up to your PC for days, months and years to come.
this game is so awesome, it is like the benchmark of all FPS online mutiplayer genre.

It is that awesome.",5.0
Uniquely fun.,5.0
"excellent item, very good quality",5.0
"It seems that Buffalo Technology is the ONLY brand that makes quality USB NES and SNES controllers. I bought one set of the Super Famicom controllers and one set of the Famicom controllers. Both are absolutely fantastic products! I should have turned to the Japanese from the start when I needed USB controllers. All the Chinese junk I bought and returned was a big disappointment and a waste of time.

So enough complaining. How do these controllers compare to real SNES controllers? They compare very well. I have two lightly used SNES controllers and 4 decently used SNES controllers plus one heavily used controller. The A, B, X, Y, L,R, Start and Select buttons feel just like the buttons on my real SNES controllers ( the lightly used controllers I have). They have a click to them when you press down but its not a cheap stiff click. Its that familiar smooth click that feels just right.

The D-Pad on these controllers does have a different feel compared to the real SNES controllers. First the D-Pad sits higher, second it has a longer travel and third it feels slightly tactile, but not stiff. Even with those differences it doesn't affect gameplay what so ever. I'm able to control every game I've played so far with no issues at all. The D-Pads on these Buffalo SNES and NES controllers actually work! I can't say the same about the junk USB controllers I bought before these.

The Turbo Features on these controllers come in handy and do what they are supposed to do. Just pause the game ( so you don't die), hold down the turbo button and then simply press whatever button you need to have the turbo function. To clear just hold down the clear button and press the button you programmed to have the turbo function.

Overall I can't recommend these controllers enough. I was actually smiling the whole time I was using my emulator. It feels good using a quality peace of hardware.

I would really like for Buffalo Technology to make controllers for my NES, SNES, N64 and Sega Genesis consoles. Its getting hard to find good original controllers for the older consoles. If Buffalo Technology can make USB controllers this good, then I know they can make reproduction controllers for my old video game consoles.

One more thing Buffalo tech should also consider making a USB six button Sega Genesis controller. The larger six button controller not the smaller version.",5.0
Good buy,5.0
"Great gift, my boyfriend collects all these video games, movies, etc.",5.0
Fun game as long as one does not compare to AAA titles. Neat combat and puzzles. Pretty good overall.,5.0
a friend told me this is a game she played on another game system and she was happy that they made it for wii and that it has a lot of replay value that's good,5.0
Very good sequel to the first game. You get to play as the first Big Daddy. Arrived on time. Great game.,5.0
"So, one day, I just got the craving for some nostalgia. I decided to buy a Pokemon game (Heartgold), but I needed a system to play it on, so I bought the Nintendo DS Lite, since it also lets you play SP games, I bought it used (Very Good) for about $60 bucks and when it came I turned it on, and it worked great. It feels better than the Nintendo SP and the two screens really ads something new, I'm glad I bought this. I recommend this to anyone.",5.0
Great quality. Works very well and versatile. Better than all the junk on-line for just a couple $ more. Works as advertised.,5.0
Cliff n Vinnie luv,5.0
"Okay, the word Disney on the cover scared a lot of people, we all know it's history with kiddy games.  However, this mesmerizing team-up with Squaresoft has produced an amazing Action/RPG title.
The characters, Disney and Square alike, come together to perform a striking drama, humorous at times, that tells the story of a young man and his will to live and protect those who he cares about.
The gameplay is surprisingly fast-paced and challenging at times, making it very, very addicting.  This is one of those rare gems that you can sit down and play for 4 hours straight, wondering where the time went afterwards.
Truly a memorable experience, for Final Fantasy fans, or fans of the genre.  With a sequel in the works already, Kingdom Hearts is a game that you should definitely buy.",5.0
"Great level design and characters. Addictive gameplay. Captures the dream esthetic they were going for.

Just buy it if you like unique games.",5.0
"Ran beautifully and was a nice game. I just wish the ending was more detailed and also would have liked to see a little more info about one of the patients in the game they mention, but you can't see them or anything. Nice graphics and story line, just wished was a little more detailed and maybe a little longer. I liked that there were voice actors in the game, instead of just words where you got read all the time what people are saying.",5.0
"Not sure what I can add apart from what's already been reviewed, but Horizon Zero Dawn deserves every bit of praise and hype that's been published.  If you haven't purchased it yet, I would certainly give it my moneys' consideration!",5.0
Did exactly what it was supposed to. Saved an amazing number of games for my kids.,5.0
good,5.0
All i have to say is this game is much better then da one on PS2!!,5.0
Love this thing now only they could make a mouse that gose with it.,5.0
"okay well it is the best wild west you can get and more the game had a bug 45 min in but hay bugs are bugs you can't get all bugs in one go so yea the game is very much just like the wild west the guns are very fun to play with the wild life is AWESOME you go up to BEARCLAW CAMP and you get like 10 bears come at you over and over so before you go make sure you have a very powerful weapon and if you are looking for fun with bears up there in the camp shot them in the side or on there butt you'll see a lot of very awesome views when you look across the RIVER yea the online is very addicting and you can loose track of time playing this game well all in all this game really is GOTY kinda game this game had some poor reviews witch who ever gave this game a 3 star rating lighten up would you jesus its a fun game you can't get this awesome of a game from any other game creator just like that CALL OF JUREZ this game beats that hands down no matter what if its in 720p or 1080p com'on this is ROCKSTAR the BEST creator in the wild west games. my review is very good this gang hide outs isn't hard or any of the game is hard i,v took on 40 bad guys by my self and yea i won the challenge so leveling up is VERY EASY.",5.0
Love it,5.0
great price thanks amazon warehouse,5.0
excelent,5.0
"This game is fun, fun, fun!!! The graphics are nice, the sound is nice, the adventure is nice and my wife finaly playing video games, is very nice. She hates all my other titles but she loves this and my son gazes at the amazeing wide virety of worlds. No loading time is very nice. There is absolutely nothing you can say to deprive this game of it's well disorved hype. I suggest to you, if you have a family and just plain love playing adventure games, this is a must buy! 5 STARS BAY-BE!!!!",5.0
This winter on those cold snowy evening he will be able to keep busy and will be able to share with his friends.,5.0
"I have been playing this game since 10 or 11 years old, I'm 36 now. This is the game that started it all. Totally addicting gameplay, great control, and the difficulty is very high. Some people just can't beat this game, I can. But I have huge respect for gamers who have beatin "" Ghosts In Goblins"", I just can't. This has Some of the greatest music that'll grace a NES game.
Get this classic while it's HOT"".
Graphics - 10/10
Control - 10/10
Music - 10/10
Difficulty - 10/10
Overall Gameplay - 10/10",5.0
Great,5.0
Love it!,5.0
Very good!!! Excellent time of arrival.,5.0
Quick shipping and as described!,5.0
Lindsay loves it,5.0
"Works perfect. Kids love it, I love it.",5.0
Just as I expected,5.0
good,5.0
"If you thought Fifa soccer 13 was awesome this game here is a better and more difficult version to play, The delivery was well it came in a day and I was on my way to greatness playing matches and leveling up against my friends.",5.0
beat it the first day!,5.0
"Great game that is much harder than the original. It provides hours of game play. I did walkthrough videos on YouTube, so in case if you are stuck in a mission and can't figure it out, search for ""Mr. Math Expert Red Alert The Aftermath."" You don't need to buy the game; it's officially free, so search for it using the words ""Command and Conquer The Aftermath abandonware."" All in all, lots of fun.",5.0
"I play a lot of PC games and this has got a great sound and feel. Its of very sound construction and feels it. The microphone and in line volumne and mute button and such all work just great.  I've had lots of headphones in my time, and even though I play the piano..I'm not an audiophile or anything so I can't really testify about that aspect, but for gaming it sounds/works super---awesome headset.",5.0
Perfect.,5.0
Love scooby doo items,5.0
This was a gift for a little one. Boy does he ever love the game. He plays the game constantly.,5.0
went well with the rest of the b03 stuff i bought my bf,5.0
"A must have for any fan of Alien movies, challenging fun",5.0
One of the best games in all of 2008 and even the 2000's. Much better then the WII version of this game. It has much more mathces and a better & harder career/story mode then the WII version. The sample c.a.w wrestlers in this game are still the best. The best part of this game in my mind is the ECW Extreme Rules match because it has more weapons to choose from. I forgot to tell you that the wrestlers hang on longer then the ones on the WII one. I give this game a 10 out of 10.,5.0
"Must have for Wii users. (The monoprice cable is great too, I have both!) whether you've turned your WII into an emulation machine(Google ""Wii soft modding and letter bomb"") or a casual Wii/gamecuber this cable is for you.

Like I said, this and the monoprice 480p cable give you the best picture your WII can offer. YOU DO have to go into your settings and switch to EDTV/HDTV 480p mode to see the different otherwise you'll be stuck on the blurry 480i mode.

I just got this cable and it works just as well as my other one(the monoprice cable is only 6ft long, I now need an 8ft one. IE this nyko one). I'll update this review as needed.",5.0
"This is one of my favorite war games for the ps2. It has many missions to keep you occupied and within those missions, you swap back and fourth from both of the sides. Each time you complete a mission you get rated on how well you did ""accuracy, abjectives, time, team player, etc.."" The better you do, the more stars you will achieve at the end. Some missions are very hard to beat especially towards the end of the game. You will find this game different at first if you are used to Call of Duty or Medal Of Honor because the controls are a bit hard to get used to. Like when you switch weapons it displays everything in your invatory. Plus, this game is a bit more tactical than the average FPS. To actually do good, or beat the missions you have to switch through people on your team. After you play the game for a while you will find yourself switching at good times and fast to get better positions or different type of weapons that each class has. This is an important role in the game. Another good thing is that if you die, you just spawn into the closest CPU you were by and continue on. The Graphics are like how i would say dark. They a kinda dull and not too detailed, like same color and so on but EA did a good job at the general graphics thoughout the game. The only flaw is how much the people look like dolls when they die, even though it is funny to see. Say you have a shotgun and shoot an enemy from say ten feet. It acts like a nuke just hit him and you see the body fly twenty or so feet or even out of the map sometimes. There is also some mini missons that you can do after beating the campagin. They are very fun yet difficult to beat though. So for how less the game costs, and all of the missions plus online, it should keep you busy for a while.",5.0
excellent,5.0
"I got into survival horror when I played Silent Hill. I always loved the SH series, and admit that this game looked like it would not wow me like Silent Hill. I was wrong. D2 is a fantastic  game. I was so scared playing tonight, I barricaded my door. I'm twenty years  old and an EMT and this game had me more terrified than any bloody emergency I've ever seen. The fact that the VMU ACTS AS A PERFECT. IN GAME COMPASS is icing on the cake. If you love horror, pick up D2",5.0
"Months ago I tried the demo for Conception II and my first taught was: ""Wow, this game just looks like an ecchi Persona game"". But after that, I keep playing it and I make my mind that this game is a must have for any otaku that likes anime-like games.

Keeping the anime desing apart, the gameplay is just awesome and the characters are just well-designed. When this game was released, people from Costa Rica's game forums just got crazy, but not in the good way, they keep saying this was just a machist excuse for otakus to play something. But in fact, there are many girls also playing it that tell them it was pretty cool and told them to try it before taling about it.

Awesome RPG and it will be appealing for any anime lover out there, Maybe it's not a must have, but sure it will be a good piece for a collection.",5.0
"Don't be too quick to judge.

A $19.99 game in which you fly around (and are unable to leave) one island in a dinky plane that doesn't seem to respond well to controls may not win you over at first.  However, after getting a sense for the island, discovering all of its carefully programmed nuances (you can fly through train tunnels, dip under bridges, skim the water, etc) and taking on a few of its missions (you choose which missions to undertake when, much like the sandbox style of&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Grand-Theft-Auto/dp/B000HKP88C/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Grand Theft Auto</a>&nbsp;or&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Endless-Ocean/dp/B002BS47L2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Endless Ocean</a>), you'll discover that you can upgrade to many other aircraft (all of which respond to controls with a lot more precision than the intentionally clunky one you were given to start with) including Bi-Planes, Tri-Planes, Seaplanes, Helicopters, jets, and even a flying saucer, and (best yet) you can actually move on to two other meticulously programmed islands in the game once you've completed all the tasks for the previous one, and both have their own unique feel and qualities including a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Goonies/dp/B000QFW7UA/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Goonies</a>-inspired Pirate Island plagued with pterodactyls and a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Super-Mario-Galaxy/dp/B000FQ9QVI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Super Mario Galaxy</a>-inspired island in the sky.  In short, this game has a lot more going for it than it may initially let on.

The only real reference point I have for explaining this sandbox-style first person flight game is to compare it to&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Pilot-Wings/dp/B000035Y21/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Pilot Wings</a>&nbsp;and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Pilotwings-64/dp/B000FEUHAE/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Pilotwings 64</a>, comparable simulators from earlier generation Nintendo systems with similar looks and designs.  I've been a die-hard fan of Pilot Wings 64 for years and was disappointed when Nintendo dropped its plans to produce one for the Wii.  As it turns out, however, Kid Adventures: Sky Captain maintains nearly all the strengths of the Pilot Wings franchise and adds a lot more to top the previous games.

PROS (compared to Pilot Wings and Pilot Wings 64)

- Wii motion controlled.  You move the controller to move the plane.  Granted, it doesn't simulate how you actually fly a plane at all, but the motions are far more intuitive and fun than the old thumb-stick interface. Once you upgrade to the second and third planes, the wii motion controls prove to be surprisingly precise for a budget game.

- Better designed maps.  There's a lot more to see and do.  You can really have fun exploring every inch of the island without things feeling too repetitive and, since this is a sandbox-style game (unlike Pilot Wings) YOU choose when its time to move on and start a new mission, as well as when you'd like to spend more time exploring.  With the exception of sheep that seem to have the physical properties of concrete walls, the islands are very well mapped.  You rarely find glitches, oversights, or bland areas that the programmers clearly didn't want you to observe.  Every inch of every island has been lovingly programmed for you to explore.

- Greater variety of vehicles.  While you have to earn your way on to other vehicles (you could choose them from the start in Pilot Wings), you get a lot more to choose from, as mentioned earlier on.  I still can't wait to see what the flying saucer is like!  Additionally, I find the helicopter in this game a lot more maneuverable than the gyrocopter in PW.  I do miss the difficulty of the hang glider, but you get a lot of the same charm with the propeller planes.

- Better graphics.  This should go without saying in a newer generation console game, but the graphics in this game are quite charming and aesthetically pleasing, even while they're hardly elaborate.  The appearance does an excellent job of matching the tone of most of the core Wii games.  In fact, the first island reminds me of the running island from Wii Fit.  Very beautiful and interesting to look at.

- Better music.  The music in this game is nothing short of impressive.  What begins as soothing without seeming repetitive quickly jumps into a Danny Elfman inspired film score as soon as you undertake a challenge, and the little dings and alerts the game offers to let you know any number of things are charming and never obnoxious.  The tone manages to stay calm and relaxing while adding the appropriate level of excitement during missions.

- More to do.  There are a lot more challenges in this game than in PW, and while many are similar, none ever bore me and few are ever frustrating.  The same was most certainly not true of Pilot Wings, in which certain levels had the wrong balance of boring and frustrating, leaving me to walk away from the console for several days at a time.  These challenges are rarely boring and rarely take a long time.  Really, my only criticism is that the level of challenge isn't as high, though this comes with the whole sandbox aspect to the game.  There's almost no penalty for crashing, which encourages you to play, explore, and experiment more, but it also removes some of the challenge.  Of course, if you choose to pursue the optional achievements, those can be a lot more difficult to execute.

- Water cannon.  In addition to being able to take pictures like in PW, you now have a water cannon, which takes on a variety of uses in different missions, from putting out fires, to watering crops, and even to shooting out barricades blocking tunnel tracks and knocking an opponent off course.  Kid-safe weapons are fun!

- MULTIPLAYER MODE!  Where the heck was this in Pilot Wings?  It's LONG overdue.  I only wish there was a battle mode.  Instead you co-op and compete with another player to finish missions, which is still very fun.

CONS (as compared to Pilot Wings and Pilot Wings 64)

- No hang glider nor rocket pack

- Not many gauges.  You have to visually determine how far you are from sea level, there's no overhead map for determining how far you are from your intended destination, and there's no fuel gauge because your fuel never runs out.  All in all, the absence of these gauges rarely affects my enjoyment of the game, but a veteran Pilot Wings fan will find it unsettling to operate without these gauges at first.

- Level of difficulty.  As mentioned previously, the level of difficulty is a bit lower than in PW (though this does not decrease the fun much at all since the emphasis is on exploration, experimentation, and mechanics, not mission completion).  The only real loss is when it comes to photography missions. In the old games, you were graded on the quality of the pictures you took in flight.  In Sky Captain, you can take a picture at any angle (distance and centering don't matter either), and you do well as long as you snap the photo.  The only issue is how long it takes you to get the pictures, not how good they are.

- Game Saves/Customization.  As another reviewer mentioned, you can only save three games at a time, and there's no option to personalize your character or change the name (you are given two pre-made choices).  The personalization issue was not a big deal to me since you never see the character in the game, but they are addressed by name whenever they receive a new mission, so not being able to choose your own is a small disappointment.  All in all though, I think the game was designed with the intent of an entire family working together to explore and compete missions, not individual family members customizing their own characters and playing on their own.  This is suggested by the fact that, once you complete a mission, you are encouraged to revisit that mission and beat the top score at any given time, so mom may want to go back and destroy dad's best scores hours later in the game.  Besides, the game is nearly as fun to watch as it is to play, so we naturally chose to have the whole family play and switch off on one game before we even realized that doing it any other way wouldn't be as practical.  You can really get in some meaningful family time while playing this game, and a lot of that would be lost with each member having their own personalized game to play and save.

- Short game.  I suspect this is the reason why a game this strong sells for so little.  I've already gotten to the third and final island, and I approximate that I've been playing for about 7 hours (I kept playing after the rest of my family moved on with their day!).  I suspect other adult gamers might complete the game even faster (families and younger children will inevitably take longer to complete missions and compete for better times/scores).  The game is too much fun to put down but, as a result, you finish it FAST.  I'm honestly sad that I've already made it to the final island, so I'm stalling and holding off on completing it for as long as possible.  Fortunately, there are still MANY challenging optional achievements to unlock on each island (combing every last inch of an island to gather all 100 red rings has been particularly interesting) but, while working on achievements and earning new skins for your aircrafts is still fun, some of the newness and sense of discovery wears off once you've made it to all three islands and unlocked all of the aircrafts.

All in all, this is an amazing update of a classic console series that I've been missing for years now.  Whether or not you've ever even heard of Pilot Wings, if you like limitless exploring and experimenting in a game, if you enjoy flight simulators and innovative game mechanics, or if you're simply looking for a incredibly exciting, yet entirely unstressful game the entire family can enjoy, then this is absolutely the one for you!",5.0
"Visuals are insane and gameplay is great. It's short, but I beat it about 5 or 6 times at 100% completion so whats there is a lot of fun. The DLC isn't really worth playing unless you're a hard core fan of the story",5.0
